document,label
apk 파일도 없는데 지인카톡에 무'슨' 수로 퍼뜨려ㅋㅋ빡대가리 한놈만 걸려라 이거네,0
경상도새끼들 정신이 애새끼같아 ㅋㅋ전라도 다음으로 극혐 지역만으로 걸러야한다면1순위 전라도 2순위 경상도,0
탈북자까는애들 1000%홍어,0
머구도 절반은 문재앙 뽑았다지. ㅂㅅ들,0
[팩트] 홍어는 한국사람 아니라 북괴 지령받는걸 이상하게 여기지 않음,0
전라도가 불을 질렀다,0
서울인데 구의원 부동산 아파트 윗층 아랫층 다 전라도임 ㅋㅋ,0
마계 홍어 아주 인간관계 ㅆㅅㅌㅊ네 ㅋㅋㅋ인생 좆망 하는 테크,0
통구이들이 에휴,0
전라도 시발놈들은 싸그리 가스실로 111111,0
절라도 문신충이라서 출소후가 기대된다!!! 호성이 빙의된 모습을...,0
울산도 전라도판이다,0
홍어들이 몰려오면 맨먼저 티나는게 댓글에 정게로 꺼져라 노땅아 부터 시작되는듯. . ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ추천홍어요정까지ㅋㅋ,0
헐? 쌍자지는 그냥 잠재적범죄자취급할것도 없이 범죄자취급해야겠다 개씨발쌍도버러지새끼들,0
강원도 삼척 이제 정신돌아올때 되지 않았는지.. 정말 요즘 벼락도 많이 치던데..,0
변희재 닮으면 전라도다. 진중권도 당연히 전라도고,0
전라도 인기 스포츠,0
전라도 새끼들은 멍청해서 올인하거든 ㅋㅋ김머중에게 보여주던 라도종자의 똥개스러운 복종심을 이용하면 그 누구라도 대통령은 꿈이 아님,0
전라도틀딱이나일베틀딱이나 다똑같음 나이어린애들보면 만지고싶어함,0
"탈레반들이 잘 아는지는 모르겠지만,즌라도식 민주주으를 위해서 반홍어 상징적인 곳에 테러하면유공자되고 보상도 받을 텐데... ㅋㅋㅋㅋ",0
쌍도 폭발시키기,0
역시 졷망 대구평소에 부심만 존나 부리더니 수준이 홍어랑 동급;;,0
내가 젤 싫어 하는게... 지역차별이랑 전라도다!!!,0
주변 천지에 들리는 개쌍도 사투리는 뭐냐?,0
"부산은 도대체가 나쁜건 자기부정을 하고, 좋은건 없구나",0
천연발정제 홍어의 힘,0
홍어는 민주화씨발아,0
전라도 경상도 둘다 좆병신개쓰레기인데?,0
대구 쓰래기 수준 ㅋㅋㅋ 마 왜 사노?,0
대중을 이끄는 홍어의 여신,0
518이 민주화 운동이라면 왜 국가에서 나서서 민주화운동이아니라고 하면 처벌까지 한다는걸까요 뭔가 찔리는게 있는가요,0
목사 자격도 없고 학력위조한 가짜목사더만. + 전라도식 장애인 착취의 만남.,0
대구새끼들 욕할게 아니라누가봐도 연출 또 쇼하는건데ㅋㅋㅋㅋ 머가리 모자란 일게이들 많노 ㅋ,0
"코트 = 전라도 목포출신, 좌파임 ㅅㄱ",0
김대중 개씨발새끼 ㅇㅈ 다리끊고 도망간거도 펙트 고로 난 ㅁㅈㅎ줌 좆승만 싫어하면 홍어새끼랑께요~~~~~~~~~~~~~~~~~,0
지역감정조장하는건 욕먹을만하지않냐애초에 개쌍도새낄 다 잡아죽임 해결이긴한디,0
그년의 환경 타령은 절라도새끼들 전매 특허더니저런데서는 왜 조용하노,0
근데 야채 홍어새끼들은 정규시즌 다 끝나가는데 12번밖에 안 붙었냐,0
그짝은 결정적인 순간 우덜으 힘이 작용함근데 설라디언도 마찬가지임,0
벌라? 전라도?끄덕끄덕,0
사회 생활 조금만해보면 전라도나 경상도가 둘다 병신인거 알텐데 방구석에 쳐박혀있는걸 존내 티내내경상도 욕하는게 홍어새끼들밖에없는줄알지?? 난 토종 충청인인데 경상도 허세부리는새끼들 존나 역겨워 쓰렉앜ㅋㅋ,0
ㅈㄹ니가 개쌍도라 그렇잖아 왜 그렇다고 말을못하니ㅠㅠ,0
그냥 가라 병신년아니는 개쌍도년 아니냐 홍어같은 새끼,0
홍어새끼들 말이 저리 기노 ㅋㅋㅋㅋㅋㅋㅋ,0
거기 교장이 전라도 인간인듯하다 이기야,0
댓글에 분탕홍어들 다 모였네 ㅋㅋㅋ,0
부산 홍어멀티 된지 오래인데 뭔 영호남이냐 ㅋㅋㅋㅋ 그냥 적자호남 양자호남 대전이지 ㅋㅋㅋㅋ,0
뭔가 벼루고 있었던 모양이네 꼬투리 잡는거 보니까 아님 고향이? 설라디언이던가 ㅋㅋㅋ,0
끄덕? 머구머구,0
머구 저임금은 똑독한 애들 타지로 보내고 돌대가리만 남게 되는 악순환을 초래한다.,0
마누라도 전라도겠지? 마누라정보는 없냐? 애들은 어쩔 기본도덕관념도 없는데 뭐?? 변호사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
개슬람과 전라도는 전부 불에 태워,0
아휴 시발 좆같은 서울 뺀질이새끼들,0
그냥 전라도새끼들은 다 빨갱이 아니냐? 어딜가나 정부한테 지롤하는 것들은 죄다 전라도들이야,0
쌍도놈들이 남자다운척 하는건 있지그게 멋인줄암그래도 전라도만 하겠냐만은ㅋㅋㅋㅋㅋ,0
나라가 이꼬라지난건 모두 전라도 홍어새끼들 때문임,0
ㅋㅋㅋㅋㅋㅋ 백퍼 그짝당이네,0
여러분 전라도랍니다!와아아아아아!!!,0
전라도 홍어 새끼들한테 당한 일베충이 몇이나 있길래 홍어홍어 거리면서 왈가불가 하냐 병신새끼들아 ㅋㅋㅋ,0
홍어도 안다 지역갈등 저건지 왜시인안하게 지가나쁜놈되는건 절대시인 안하지,0
나련 수도권사는데도 좆같은데 쌍도는 후팔..쌍도남 때려죽이고싶노,0
경찰이 사기치면서 사기꾼잡는거랑 똑같노 뒤에선 뇌물받아쳐먹고 그러겟지 ㅉㅉ 부산놈판사,0
박항서가 쌓아올린거전라도 새끼 하나가 똥칠하네 ㅋㅋ,0
전남 방직 아들......김무성.....지자리 찾았갔네.그동안 보수 코스프레 한다고 수고.,0
야시발 이글에 홍어들좌표찍혔나봐 존나 많아;,0
전라도라 죄송합니다!!!!,0
시발 홍어의철퇴 보고 웃다가 뒤지는줄 알았다 ㅜㅜ,0
"야ㅋㅋㅋ 댓글들 수준봐라ㅋㅋ 국뽕, 홍어들 거품무는거 보는게 꿀잼이네ㅋㅋ ㅂㅅ들아 반일종족주의 저책 국뽕학자들이 반론했다는 논문이며 책이며 다 기존에 있었던 논문이랑 책들 토시하나 틀리지 않고 그대로 나온것들이다. 반면 반일종족주의 저자들은 기존 논문이랑 책들 반박한거고.",0
야시발 전라도 떡밥 시즌2 가자,0
노무현 까다 쌍도로 풀발기되는거보소 ㅋㅋ쌍도잼,0
고향세탁전라디언,0
빠싹 구운 통구이는 ㅇㅂ야,0
충청도는 밥상머리 교육은 안한다 나도 지역감정은 인터넷으로 처음 알았다,0
신도시가 생기면 그곳은 그냥 잡탕찌게가 되는겨 별의 별 사람들이 다 있다니까..목사 모녀도 그중 하나겠지..,0
ㅋㅋㅋㅋㅋㅋㅋㅋ 개독들 하는꼴이 좋아보였나보다ㅋㅋㅋㅋ 가장성스러운 시간이 헌금하는 이시간이라했던 얼빠진 또라이가 엄청 부러웠던 모양 ㅋㅋㅋㅋ,7
"미개는 무슨, 무슬림은 종교가 아니라 이념이다.이념중엔 민주주의, 공산주의, 주체주의가 있듯이무슬림이라는 이념이 따로 있는거임무슬림은 주체주의와 동급의 악질 이념이므로 탄압하는게 옳다",7
간증이라는 말에서 주작가능성이 기하급수적으로 높아졌다.왜냐면 개독이 개독 집회에서 개독의 세력 불리기 + 이슬람견제의 의도를 갖고 한 간증일테니. 김대중이 바다위에서 예수님을 봤다고 하는것도 일종의 간증이지,7
그렇게나 억울했으면 조용히 안가면 될걸 사장님이 현장에서 죄송하다고도 했더만. 녹취록 첨부터 끝까지 다 들어보니 세상 살면서 우쭐해 하면서 약자한테 갑질 꽤나 하면서 산 모양새더라. 쌍시옷 ㄴ 이라고도 하더만 그 얘기 듣고 진짝 식겁했다. 조근조근 논리적으로 따지는것도 아니고 윽박에 육두문자에 헐.. 당신네들이 믿는 신은 그러고도 천국을 데려가나? 당신들로 인해 믿는 사람들은 다 그렇구나라고 또 한번 깨달았고 그래서 신팔이들을 혐오하게 됨.,7
기독교 애미 뒤3진련ㅋㅋ 예수 똥꼬 강간함^^^,7
애들아 교회 다니는 사람 하고는 상종도 하지마라~,7
하나님 이름을 팔아 돈벌이하는 목사들,7
진중권씨는 동성애를 하는 사람들의 삶에 대해 얼마나 관심이 있나요? 남성 간 항문 성교는 에이즈나 A형 간염 등 심각한 질병들을 일으키는 주요 원인이 됩니다. 또 동성애자들은 노후의 외로움과 자살율도 높습니다. 기독교인들은 동성애자를 차별하거나 핍박하지 않습니다. 오히려 그들의 건강과 영혼을 염려하며 돌 맞을 것을 알면서도 진리의 소리를 내는 것입니다.,7
민주당은 저런 무슬림들을 받아 드려서 테러범으로 키우는 것이 인도주의 정신이라고 하진 않겠지?n절대 무슬림들은 안된다~!!n그들이 가는 곳에는 꼭 피의 만행이 뒤 따른다.,7
웃기노개슬람새끼들은 동성애를 혐오하는데ㅋㅋㅋ,7
제발 목사들좀 ㅡ 사회악ㅡ,7
이슬람이 피해자인데 이슬람 욕하는 멍청한 개독들 많네...,7
목사씩이라는 것들이 거짓말이나하고 참이나 좋은말씀이 나오것다 ㅋ,7
개신교 전체가 이단입니다,7
아~~빙구들~~교회 안나가구 절에 가면될걸 가지구 멍청하게 그짓을 시킨다구 하구있어냐~~완전 (주)예수 에 다녔네,7
아이 시발 뭐야 대구 거주 무슬림은 5천명이지만 아슈라 행사하는 시아파는 80명 뿐인 거 잖아.,7
또 목사냐 지겹다 지겨워 목사들,7
병신 기독교. 지들이 기득권 막장 짓은 다하면서 허구헌날 피해자 코스프레,7
목사의 탈을 쓴 사탄새끼도 못돼. 그저 아가리가 똥통인 뻘짓하는 또라이 광대새끼.,7
뭐가 문제냐개독 물리치료 해준 거 가지고 호들갑은,7
시발 핵심 선수들이 개슬람이노 ㅋㅋ,7
여윽시 개독 먹사,7
전라도 사람들은 착하지만 이슬람 사람은 조심해야함,7
애미뒤진 무슬림은 박멸이 답이다.,7
"말에서 모순이 느껴지지?ㅋ 공식적으로는 치매가 맞으니 저 말을 붙이는데, 목사가 되었다는 말을 제대로 이해를 해서 기뻐했다는건가? 의구심이 드는구만ㅋ 그리고 왜 쓰레기들의 종착역은 항상 계돇교인가 하는 궁금증도 생긴다. 서세원이나 예전 조폭짓하던 조양은이며 80년대 고문기술자로 알려진 이근안 등등ㅋ 역겹네 18ㅋ",7
아무튼 종교가 문제임 ㅋㅋ 나약한 병신들만 믿는 행위임,7
"맥주국게이다. 오늘 파리여행 후 독일로 ICE타고 왔는데, 파리동역에서도 정체불명의 가방이 발견되어서 기차 못탈뻔했다. 15:20분 출발열차였는데 10분전에 경찰 오더니 사람 대피시키고 플랫폼진입막았는데, 시간좀 지나고 표확인하고 들여보내주더라.. 이슬람 개쉥이들.",7
유교나 불교나 개독하곤 좀 다르지;;유교나 불교나 마음수양이나 학문증진이 모토였지개독처럼 유일신 찬양이 모토가아니였음,7
영국성님들 이슬람새끼 조져불든디 존나약해졌노,7
아멘 아멘 잘못해도 아멘 뭘해도 아멘 이런 개막장가튼,7
개슬람 아가리에 홍어 쳐박고싶노,7
이슬람도 이슬람국가로 가고 개독도 개독 국가로 가라.,7
페미들이 절대 이해못할 종교 개슬람...아내를 둘이상 둘수 있데 ...,7
공산당 막으려고 히틀러 데려오는 소리하고있네 ㅋㅋ 수 많은 방법중에 개독이냐 마리아 창녀 해보거라,7
미국여자는 미국에서 살아라 한국인들한테 고함치고 정신분열증 히스테리 영화 찍지 말고,0
리자스민 썅년 지네나라가면 아로요급이겠네ㅋㅋ,0
좃선좆이라 쓰고 쌍 넘이라 읽는다,0
난 중국인들 중 착해진 중국인들이 좋다 ^^,0
ㅋㅋㅋㅋㅋㅋ세금도 안내는 좆거지 똥남아 불법체류자새끼들은 직업보장 복지보장해주면서 자국민한테는 세금 뺑뺑이 돌릴라는 정책 ㅆㅅㅌㅊ 문재인만세!! 이번에 문재인 당선되면 나라꼴 ㅆㅅㅌㅊ ㅋㅋㅋㅋㅋㅋㅋ,0
대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^대한민국에 자랑 다문화를 응원합니다^오^,0
우리나라에 짱깨 좆선족들어오는 기분이네,0
맞는말이긴 하잖아 ㅋㅋㅋㅋ 일본이랑 중국없으면 우리가 뭐 할수있는 산업기반 기술이 있음?ㅋㅋㅋㅋ 철광??씨발 좆같은 바퀴벌래들한테욕을 쳐먹어도 훠거 쳐먹고 양꼬치 쳐먹으러 다니는병신들인데 저런말 당해도 싸지 ㅋㅋㅋㅋ,0
와 진짜 질색이다 !! 너네나라로 가라 !! 여기가 어디라고 와서 이상한 의식을행하냐 ?? 당장꺼져라 !! 썩꺼지거라 !! 너네나라로 당장가라 !!,0
어젠가도 이집트에서 난민 600명 태운배 침몰해서 400명 행불이라는 기사 나오던데동정할 가치가 없는 새끼들인듯,0
누구때매 이렇게 살게 됐는데....자본주의 + 민주주의란 제도가 대한민국에 정착하게된건 행운중의 행운이었다그래서 우리가 지금 이렇게 사는거란 말이다...럼프형이 우리한테 4가지없게해도 은인은 은인이다당장 중국이 역사적으로 우리 적이다통일대한민국을 막은 장본인이란 말이다미국이 우리나라를 식민지화 하려고 했음 벌써 했겠지만 그러지 않았다 인격체로 존중했단 말이다그런데 왜 미국한테 등을 지는거냐겉으로라도 악수해야하는게 역사적으로 최소한의 명분아니냐,0
나라도 똥떵어리만한게 안좋은건 다순위권,0
니들 자원없어 거지새끼들아 기술은 머 하루아침에 만들어지나,0
군대가기 싫어서 튄 것들은 받아선 안 되지 존나 불공평하잖아 저런 놈들을 우리가 군대가서 지켜야하나? 예맨군에 입대한 예맨인들은 군대가고 싶어서 갔나?,0
"고학력 고소득 미국 백인이나 유럽인들 들어오는 다문화면 인정한다 다문화가 아니라 똥남화, 서남화라서 반대",0
북괴 주민 새끼들이 노동을 해서 돈을 받으면 된잖아 등신아ㅋㅋ 저 새끼는 마리가 안 돌아가나,0
천안토박이다 씨발 외노자 냄새좀 안나게 해라,0
나라가 걱정 되면 돌아가서 총을 잡아라 그게 나라 도와주는 일이고 수많은 시리아 여자들을 위하는 일이다 징병제 국가에서 징병 돼봐야 정신차리지,0
쓰레기 대구넘들 ㅎㅎㅎ 홍어에게 맨날 발리기만 하고 ㅋㅋㅋ 대구에 난민은 없지만 몸창들은 넘처난다 ㅋㅋㅋ 대창 막창 먹으면 그냥 주더만 ㅎㅎㅎ,0
막가파 깡패국가!!! 세계 악의축!!! 전쟁과 테러 공포팔이로 무기수출!!! 무기사업가 대변인!!!,0
헐... 얼굴 검은 년이 저런 말 하니까 더 소름끼치네,0
착한 참깨는 죽은 참깨들이다,0
간땡이는 일본x근성이네,0
난 참깨들 중 착해진 참깨들이 좋다,0
뉴스1은 조중동따까리짓히다 이젠 양키 따까리짓중임 ?,0
지들이 한 짓거리도 생각 못하는 ㄹㅇ 치매좆놈들,4
틀딱은 대가리를 돌로 찍어야함,4
포커스가 이마트야? 대구야? 틀 딱이야?,4
그거 인정하노 경전철에 앉아서 휴대폰 하고 있으면 자기 은근 심심하니까 힐끗 옆 사람 폰 쳐다보노 한두 번 참아 주다가 계속 그러니까 나련도 빡쳐서 그냥 고개 휙 돌려서 그 틀딱이 새끼 앵나 노려봤노 그래도 내 눈 쳐다보면서 꿈뻑거리길래 재수없어서 다른 자리로 옮겼노 뻔뻔한 건 즈 애비 닮아서 세계 제일이노 창놈이 종로구 가서 후장이나 팔아라 이기,4
성욕에 빠진 틀딱은 이분이 레전드임짤 확인하면 누군지 알수 있음ㄷㄷㄷ,4
급식이 미래다 ㅇㅂ,4
네이버는 틀딱베충에게 점령당해서 보면 볼수록 노답충들만 열심히 다네 구리다구려ㅋㅋ,4
젤 늙은놈은 인간적으로 나오면 안되는거 아니노?,4
586 딸자식 교육은 개판으로 해서 나라와 청년들한테 크나큰 죄를 지었다고 하면서 좆을 잘라라,4
팩트) 허구한날 일베점령해서 정치글싸는 3040대 틀딱보다 철구가 보수에 훨씬 도움됨!,4
창조주쪽 집이 쌍도였노 명절에 모이면 틀딱이들 시체마냥 누워있노 사람들만 일하노,4
헐 레알 저런배때지 복수찬거같은 틀딱 내옆에앉앗었다 복부먼트 오졋다,4
그래서 부럽다고 어떻다고. 틀피셜 존나 역겹네,4
찾아가서 패죽이고싶노 틀딱충새끼ㅋㅋㅋㅋㅋ,4
틀심 파괴 ㅋㅋㅋ,4
그 틀딱이 6.9 cm로 쪼그라든 것 안 봤으면 그 날 하루 기분 잡쳤을 텐데,4
아 ㅆ발 틀딱체진짜존나웃기네 ㅅㅂ ㅋㅋ,4
진짜 틀딱새끼들 칼로배때지존나쑤시고싶네 개꼴배기싫노,4
분명 정게하는 틀딱일듯,4
우리동네 틀딱들은 괜찮던데 가끔 아이스크림도 사줬었던 기억나노,4
틀/딱/들/베/충/이들 좀 더 열심히 일해라 알바비 그냥 먹으면 안되지 열심히 일하고 청구해~~~ 광주를 모욕하는자 똑같이 당하게 해라,4
하루종일 일베 박근혜 김대중 전라도 홍어만 중얼거리는걸 보다못한 아들에 의해 고려장당했을 가능성이 크다고 본다 이기...,4
저건 걍 일본식단인데 김치 있다는거 빼고는 급식충들 생선 잘 안쳐먹는데,4
"한국에서도 틀딱들은 저런새끼들 많음 내 자리라고 하니까 ""자리도 많구만 뭘"" 하면서 개지랄 염병을 떠는게 한두번이 아니야",4
틀니가 왈드닥다가닥하십니까 어르신?,4
존나똑똑한데 중딩새끼가,4
쉰내저장소 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
서현 저런 미개한 틀딱놈들이랑 일하느라 수고많았노ㅛㅛ,4
개병대 틀딱아재들 꼭 쌍용차만 뽑아타더라,4
병신력으로 뜬 사이트인데 그 병신력까지 빼앗기면 이젠 틀딱들밖에 남지 않자나ㅜ,4
틀니에서 침 질질새겠다 마 살살해 ㅇㅂ,4
"걍 50대부터는 정치, 사회 중요 영역에서 노인네들 숙청하고 2030이 실세상병, 40 물병장 이래 운영해야됨",4
급식충이야 무시해 ㅇㅂ.,4
"임종,,,,틀딱다리들 보면 성욕이,,",4
웅앵웅앵.. 저 틀딱새끼 몽정하^노^,4
지한테 재밌는 신조어면 욕해도 안잡힐줄 알았나? 나이를 요도로 쳐드셨노,4
틀딱은 아가리로 애국하고 전라도는 행동으로 애국한다,4
뇌가 자지에 달렸거나 대가리가 마우스에 매달려있는 급식 학식들 다 걸려서 꼭 뒈지길 바란다,4
조선은 위생개념 자체가 없음 특히 나이가 40이상은 존나 더러움80년생 이하는 그냥 존나 더럽고 위생관념이 아예없다고 생각해라,4
맞다이기야 ㅋㅋㅋ 급식충 틀딱충은 다 나가뒤져야한다 이기야 ㅋㅋㅋ 홍어홍어 운지운지 보수보수 진보진보 우파우파 좌파좌파 땅크땅크 이야 기분좋다 이기야 !!!,4
"미친ㅋㅋㅋ 여성이 사회적 약자라고? 자본주의 사회에서 돈없는 사람이 약자지 여자가 약자냐? 박근혜, 이부진이 약자야? 대한민국은 돈없으면 약자다 이 바보야",5
저년 남자한테 공사치다 걸려서 퇴출당함,5
망혼만은 하지마라 제발,5
권리는 사회적 평등을 의무는 생물학적 배려를 쌍년들,5
왜 이 링크 들이밀면서 메갈은 사실 남자들이라구요 여자는 안그래요 빼애애액 하려고? 속이려면 급식충이나 속이고 ㅁㅈㅎ나 쳐먹어라 이 쌍년아,5
여성단체는 여성의편이아니에요 민주당 편이지,5
젎은여자가 당하면 신고도 해주지마라n 귀찮아집니다~~~경찰서에서도 전화오구~~n어차피 여자들은 고마워도 안할테니~~n당하던말던 관심끕시다,5
십만년 이상 생존을 위해 각인된 유전자가 있는데 갑자기 여자가 나서는게 합리적일수가없음 애초에 여자는 애낳는것 말고는 모든게 남성보다 못할수밖에없다.. 이런 생활을 수만년 더하면 모를까 현재로선 남자가 모든면에서 우수한건 어쩔수 없다,5
세상엔 미친년들이 왜 이렇게 많은걸까? 저 글을 쓰는 동안 무슨 생각을 했을까?,5
한국에 페미는 지덜 더 누리고 저 편하자고 하는 민페미임,5
여자들의 공감능력이라는게 사실 집단의지같은거라 한명이 당하면 다같이 우리는 위험하다! 이럼ㅋ 예전에 정글의법칙인가? 어떤 프로에서 여자가 한명 우니까 다른 여자들도 따라 우는게 여자들.,5
패미들이랑 좀비들이랑 다를게 뭐가있음??,5
창녀를 돈주고 사먹으면 장기적출하고 개이득 챙기면 되겠네,5
ㅇㄱㅆㄹㅇ 커뮤도뭐고 아무것도안하는 년도 지알아서 각성하던데 ㅋㅋ아직도 흉자인건 진심 안하는거노 ㅇㅇ,5
여성학자들은 사회의 암적인 존재다,5
페미니즘 너무 싫다. 여성주의자들 다 죽어,5
"혜화역에서 보고 들은 모든 걸 기사에 옮겨 쓸 수는 없었다. ‘있는 그대로’의 이야기가 기사로 나갔을 때, 자칫 혜화역 시위의 취지가 훼손되거나 더 나아가 미투 운동에 대한 정치적 공격이 더 강화될지도 모른다는 걱정이 들었다.nㅋㅋㅋㅋㅋㅋㅋㅋ 이것 보소 ㅋㅋㅋ 현 20대 한녀는 니네가 키운거잖아 뒤처리도 니네가해 사회에 떠넘기지 말고",5
성 격차는 보지들이 일을 안하려고 해서 그런거 아녀?,5
이쁜애들은 페미 안하는게 팩트네,5
페미니스트들은 다들 이상해,5
50퍼 같은 소리하네ㅋㅋㅋㅋㅋ이해부족 ㅇㅈㄹ할때부터 기레기가 그 성별 일거 같더라ㅋㅋㅋㅋㅋㅂㅅㄴ,5
김치년들의 모든짤다음에 저 짤이 쓰일 수 있다는게 놀랍다,5
페미니즘 한 다는 애들 중 정상을 못 봤음,5
20대여자 창녀 속물 거지근성,5
정의당 : 비동의강간죄 발의 선두에 선 꽃뱀한녀당,5
ㅋㅋㅋㅋㅋㅋㅋ미친년,5
또라이년들은 저기서 남자여자 바꿔 놓길 원하지만 현실은 상상만 해도 븅신같다 ㅋㅋㅋㅋㅋ,5
페미충이 제일 불쌍해 n얼마나 남자한테 무시 당하고 까였으면 ㅠㅜn지들도 남자한테 관심 받고 사랑 받고 싶은데 n불가능하니까 ㅠㅜ n힘내 페미충들아 ㅋㅋㅋㅋㅋㅋㅋ,5
"왤케 작노 ㅋㅋㅋㅋ 좀 꼴리게 한다음 찍던지 하지,..메갈련들이 보고 또 6.9 하것네 ㅋ",5
불쌍하지만너도 앞으로 머한민국에서무사히 살아 남으려면하루(라도) 빨리보빨하고 좌빨하는인생으로 묵묵히 사는 연습해라아니면 돈 모아서 보트사서 보트피플 연습하더니,5
애초부터 사탄숭배랑 페미니즘은 같은 노선이었음,5
"진정한 남녀평등은 여성자신이 매우 불리하다고 생각하는 것도 기계적으로 남녀 5:5 로 하는게 진정한 평등이라고 본다. 자기들 혜택받는 건 그냥 넘어가고 조금만 힘들고 불리하면 여자니까, 여자한테, 여자라서 이런 개소리나 안했으면 한다.",5
병신 한녀를믿냐 텔새 몇번당한이후로 절대 원잇 바로는 안함 ㅇㅇ,5
남녀는 평등하면안됨 계집들이 깔려야지 이슬람처럼,5
저런걸 아닥하고 외면하는 년들이 페미라고? ㅋㅋㅋ걸스 캔두 애니띵이라더니가방 살 돈 없어서 남자에게 얻어쓰냐 ㅋㅋ병신년들 나가 죽어버리는게 맞는듯,5
와 진짜 보지가 벼슬이다,5
외국은 페미들 다 이미지 걸래된지 오랜데 한국페미충들은 그게 부러운거죠 어차피 조까튼 인생 너도나도 조져보자 라는건지,5
여성은 열등한 주제에 페미사상을 내세우며 차이를 남성의 힘으로 메꾸려 한다. 그런데 '부탁' 하는거라면 좀 더 '공손' 한 태도를 가져야 하지 않나,5
억지 부리는게 아주 김치년 판박이네,5
애들 좋아해서 짓궂고 개구쟁이 같은 애들도 보고 있으면 뭔가 정화되고 기분 좋은데맘충들 창궐한 후론 맘충 밑에서 자랐을 생각하니 애들도 혐오스러움,5
결론은 노메이크업.노브라.귀두컷.페미.워마드.메갈. 이분들만 피하라는 말이네요..,5
초반에 페미니즘이 양성평등이라고 알려졌는데 실상은 여성우월주의였고 현재는 대놓고 여성우월주의사상 보여주고 있어요.,5
년들은 3명에 1표로 해야 할 듯,5
기브미다머니!! 패미같이 생긴 오징어가 건수 하나 잡았네 한 몫 단단히 챙길 심산이가 보네 ㅋㅋㅋㅋ,5
젤 나이차이 많은년 따먹은게 몇살차이에요?,5
징징거리는 년들은 이런 하이힐을 잘때도 신게 해야함,5
멍청한 년이랑 결혼하면 인생 ㅈ되는 이유,5
폐미를 싸게 막았네. 승진감이다,5
20대녀는 생존에 대한 절박함이 없슴왜? 보빨남만 잘만나면 되니까20대남은 생존에 대한 절박감을 피부로 느끼는데찍어놓고 보니 좌파정부에 배신감느낌모든게 경제적인이유로 귀착함좌파10년--성장동력 50%상실함,5
어차피 헤어짐 ㅋㅋ그럴꺼면 싸고 좋은년,5
요새 성별은 남성 여성 페미 3가지인듯,5
이준석이 박쥐같아서 별로긴한대 페미관련분야에서는 여포질 쌉가능함여태 패미관련토론하면서 이준석이 밀리는거 한번도못봄 오히려 상대 페미씹창년들이 개털리지,5
ㅋㅋ이러니 한녀는 뽑으면안되. 조직보다 개인이 우선이고 생리휴가로 남자들보다 적게일하면서 돈은똑같이받으려하고 힘들고 더럽고 어려운건 안하려하며 당직 출장은 절대안하려하고 좀만 혼내면 질질짜거나 여자라서당햇다그러고ㅋㅋㅋㅋㅋ,5
망혼은 가부장제를 돌아가게 하는 가장 강력한 원동력이노. 모든 보지가 비혼비혐애비섹스비출산을 한다면 가부장제가 단번에 무너질거다 이니.,5
ㄴㄴ 보지들이 성매매 반대하는이유는 이미 팔고있기때문임 오피지원경쟁률 ㅆㅅㅌㅊ인 상황에서 성매매 합법화까지 해봐라 더더욱 경쟁률 올라가서 밥그릇 줄까봐 반대하는거임,5
병신년들은 뒤져도 싸 ㅋㅋ,5
응 그 밥줄 당신같은 광신도 페미니스트들 외 다른 이들(평범한 남녀)에겐 썩은 밧줄에 불과한거야~~,5
ㅈㄹ하네 저런상황이면 내려서 차문열고 뭐하냐 씹쌍년아? 이말부터 나오는게정상임,5
저씨발맘충들 교육안시키나 어휴,5
솔직히 그냥 계속 그대로 해줬으면 좋겠는데... 티내면서 남자혐오하고 탈코하고 이상한말쓰면 자연스럽게 피할수 있어서 좋은데...,5
어휴 여성부 ㅉㅉ,5
서울 보지들은 쌍도 사투리 좋아하드라ㅎㅎ카톡도 사투리 써서 해주니까보픈업~/!!,5
스타워즈 스타트렉 닥터후... 담엔 여자 007나오려나?아주 재앙이 끊이질 않노에혀 예전시리즈들 복습이나 해야지,5
와 여자민심이 저정도수준이면 이제 창녀는 공개직업각이네?? ㅅㅂ 온 여자가 창녀집단이네 ㄹㅇ 돈도 쉽게벌고 ㅅㅂ이네 완전,5
이렇게 노력해서 커버쳐도 이대녀는 절반이상이 정신질환자인거 감싸주지못해 허튼개수작 집어치워라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
누구나 시댁과 친정이 있는법. 시월드 시월드하는데 다 여자들 입에서 비롯된것임. 내가 당하면 시월드고 내가 행하면 당연한거고. 항상 내로남불이죠. 역지사지 하시길.....,5
암베들 많이 왔노?,5
